Identifier,Label,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped type
108,"Footpaths, byways and bridleways",,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,614,Rights of way enforcement,Service
108,"Footpaths, byways and bridleways",,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1120,Rights of way maintenance,Service
171,Highways,,2016-09-12,2016-09-12,Added in March 2016 review,Function,105,Transport and highways,Transport and highways,,,,,
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,554,Bridge strengthening,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,566,Communal lighting,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,555,Drain and gully clearance,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,537,Pavement maintenance,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,536,Pavement obstructions,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,558,Pavements - personal injury,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,553,Road bridges,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,1762,Road construction,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,561,Road gritting,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,557,Road maintenance,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,550,Road obstructions,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,549,Road surveys,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,569,Road works notification,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,562,Snow clearance,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,559,Street furniture,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,564,Street lighting,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,786,Taxi ranks,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,574,Verge maintenance,Service
109,Highway maintenance,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,563,Wall maintenance,Service
172,Highways policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,171,Highways,Transport and highways,Highways,contains,1706,Prospectively maintainable highways,Service
172,Highways policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,171,Highways,Transport and highways,Highways,contains,701,Road adoption,Service
172,Highways policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,171,Highways,Transport and highways,Highways,contains,570,Road closures and diversions,Service
172,Highways policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,171,Highways,Transport and highways,Highways,contains,551,Roads enforcement,Service
172,Highways policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,171,Highways,Transport and highways,Highways,contains,552,Roads weight limits,Service
172,Highways policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,171,Highways,Transport and highways,Highways,contains,1136,Stopping up orders,Service
172,Highways policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,171,Highways,Transport and highways,Highways,contains,1713,Termination of highway rights,Service
173,Road signs and markings,,2016-09-12,2016-09-12,Added in March 2016 review,Function,171,Highways,Transport and highways,Highways,contains,539,Cycle lanes and routes,Service
173,Road signs and markings,,2016-09-12,2016-09-12,Added in March 2016 review,Function,171,Highways,Transport and highways,Highways,contains,540,Road signs,Service
173,Road signs and markings,,2016-09-12,2016-09-12,Added in March 2016 review,Function,171,Highways,Transport and highways,Highways,contains,541,Street name plates,Service
173,Road signs and markings,,2016-09-12,2016-09-12,Added in March 2016 review,Function,171,Highways,Transport and highways,Highways,contains,1117,Tourist signs,Service
173,Road signs and markings,,2016-09-12,2016-09-12,Added in March 2016 review,Function,171,Highways,Transport and highways,Highways,contains,567,Traffic lights,Service
173,Road signs and markings,,2016-09-12,2016-09-12,Added in March 2016 review,Function,171,Highways,Transport and highways,Highways,contains,538,Yellow lines,Service
110,Parking,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,478,Council car parks,Service
110,Parking,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1799,Cycle and motorcycle parking,Service
110,Parking,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,274,Disabled people - parking bays,Service
110,Parking,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,279,Disabled people - parking permits,Service
110,Parking,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,114,Estate parking,Service
110,Parking,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1725,Lorry parking,Service
110,Parking,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,474,Parking permits,Service
110,Parking,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,473,Parking zones,Service
110,Parking,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,475,Pavement parking,Service
110,Parking,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,479,Private car parks,Service
110,Parking,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,471,Street parking enforcement,Service
110,Parking,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,472,Vehicle clamping and removal,Service
111,Public transport,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,637,Bus stops and shelters,Service
111,Public transport,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1715,Ferries,Service
111,Public transport,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,902,Journey planning,Service
111,Public transport,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,904,Planned transport service changes,Service
111,Public transport,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1778,Quality contract schemes for bus services,Service
111,Public transport,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,903,Real time transport information,Service
111,Public transport,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,906,"Stations, stops and shelters",Service
111,Public transport,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,905,Transport service disruption information,Service
111,Public transport,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,907,Transport tickets and passes,Service
111,Public transport,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,908,Transport timetable information,Service
112,Road safety,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,547,Cycle training,Service
112,Road safety,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,546,Cycling and walking to school schemes,Service
112,Road safety,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,545,Dangerous road improvements,Service
112,Road safety,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,783,Driver training,Service
